Grupo;Departamento;División;Género;Salario base;Pago de tiempo extra;Grado de estudio
ABS;Alcohol Beverage Services;ABS 85 Liquor and WIne Loading;M;538.339.239;1265.9;13
ABS;Alcohol Beverage Services;ABS 85 Liquor and WIne Loading;M;495.585.358;3150.91;12
ABS;Alcohol Beverage Services;ABS 85 Liquor and WIne Loading;M;495.585.358;2715.92;12
ABS;Alcohol Beverage Services;ABS 85 Liquor and WIne Loading;M;46.681.279;1256.07;12
ABS;Alcohol Beverage Services;ABS 85 Liquor and WIne Loading;M;43724;32.12;13
ABS;Alcohol Beverage Services;ABS 85 Montrose;F;98228;0;N21
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;65240.88;2650.46;14
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;688.287.375;1108.43;14
ABS;Alcohol Beverage Services;ABS 85 Montrose;F;626.076.301;1110.23;14
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;682.607.805;2291.03;N18
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;572.886.346;3173.36;14
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;247.797.941;1015.67;12
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;240.476.555;269.9;12
ABS;Alcohol Beverage Services;ABS 85 Montrose;M;232.344.498;513.17;12
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;M;963.737.146;444.81;N21
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;M;82050.66;1542.12;N18
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;M;63537.76;917.75;14
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;M;606.959.781;273.3;14
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;F;524.560.494;1609.94;14
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;M;21862;373.11;12
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;M;21862;2291.7;12
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;F;21862;286.9;12
ABS;Alcohol Beverage Services;ABS 85 Muddy Branch;F;21862;25.87;12
ABS;Alcohol Beverage Services;ABS 85 Olney;M;506.498.477;109.29;12
ABS;Alcohol Beverage Services;ABS 85 Olney;M;821.274.773;0;N21
ABS;Alcohol Beverage Services;ABS 85 Olney;F;861.030.016;0;N18
ABS;Alcohol Beverage Services;ABS 85 Olney;M;72463;12.42;14
ABS;Alcohol Beverage Services;ABS 85 Olney;M;588.494.861;59.5;14
ABS;Alcohol Beverage Services;ABS 85 Olney;M;434.199.888;119.86;12
ABS;Alcohol Beverage Services;ABS 85 Olney;M;21862;89.99;12
ABS;Alcohol Beverage Services;ABS 85 Poolesville;M;98228;0;N21
ABS;Alcohol Beverage Services;ABS 85 Poolesville;M;445.844.108;70.34;12
ABS;Alcohol Beverage Services;ABS 85 Poolesville;F;22627.17;17.98;12
ABS;Alcohol Beverage Services;ABS 85 Potomac;M;931.065.256;0;N21
ABS;Alcohol Beverage Services;ABS 85 Potomac;F;53257.6;660.93;12
ABS;Alcohol Beverage Services;ABS 85 Potomac;M;606.959.433;1040.42;14
ABS;Alcohol Beverage Services;ABS 85 Potomac;M;21862;806.59;12
ABS;Alcohol Beverage Services;ABS 85 Potomac;M;68435.09;492.59;N18
ABS;Alcohol Beverage Services;ABS 85 Potomac;M;447.546.895;802.95;12
ABS;Alcohol Beverage Services;ABS 85 Potomac;F;514.151.203;754.3;14
ABS;Alcohol Beverage Services;ABS 85 Potomac;M;225.513.425;2770.32;12
ABS;Alcohol Beverage Services;ABS 85 Purchasing;M;98228;0;21
ABS;Alcohol Beverage Services;ABS 85 Purchasing;M;117424;0;N25
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;M;66572;142.24;12
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;M;117424;270.83;N25
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;F;117.424.005;0;N25
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;M;111169.46;0;N25
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;F;849.039.612;122.46;N18
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;F;107367;0;23
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;M;175861.23;0;M2
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;M;117424;0;N25
ABS;Alcohol Beverage Services;ABS 85 Retail Administration;M;137728;0;M2
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;M;955.777.529;2181.56;N21
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;F;640.609.766;886.16;14
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;M;316.561.616;0;12
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;M;68435.09;871.21;N18
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;F;419.436.254;260.08;12
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;M;240.476.555;295.69;12
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;M;513.494.033;354.42;14
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;F;225.513.425;16.59;12
ABS;Alcohol Beverage Services;ABS 85 Seneca Meadows;M;48101.02;3281.38;14
ABS;Alcohol Beverage Services;ABS 85 Silver Spring;M;626.076.289;148.05;14
ABS;Alcohol Beverage Services;ABS 85 Silver Spring;M;682.608.268;0;N18
ABS;Alcohol Beverage Services;;;;904.16;12
ABS;Alcohol Beverage Services;;;;685.65;12
ABS;Alcohol Beverage Services;;;;81.55;12
ABS;Alcohol Beverage Services;ABS 85 Silver Spring;M;21862;192;12
ABS;Alcohol Beverage Services;ABS 85 Silver Spring;M;87.284.655;0;N21
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;66572;4004.92;12
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;687.420.771;13360.02;N17
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;526.416.007;1420.26;12
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;587.906.009;5558.23;13
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;559.433.646;4371.05;12
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;524.295.417;335.88;12
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;46468.63;2350.89;12
ABS;Alcohol Beverage Services;ABS 85 Special Order Liquor and Wine Warehouse Operations;M;480.950.282;555.46;12
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;69442;851.47;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;82436;6822.92;N17
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;69442;1863.09;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;69442;2172.14;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;93986;2335.54;N20
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;69442;2070.94;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;69442;300.7;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;622.261.953;1401.61;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;572.212.677;2271.67;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;478.826.381;1111.78;12
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;515.099.832;1895.7;13
ABS;Alcohol Beverage Services;ABS 85 Stock Liquor and Wine Warehouse Operations;M;49230;684.2;12
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;M;98228;0;N21
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;F;86103;0;N18
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;F;459.747.155;457.36;12
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;M;62.820.332;1219.22;14
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;M;59457.09;2349.19;14
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;M;419.436.288;267.73;12
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;M;247.795.625;999.65;12
ABS;Alcohol Beverage Services;ABS 85 Walnut Hill;F;21862;77.27;12
ABS;Alcohol Beverage Services;ABS 85 Westwood;M;88161.3;211.09;N21
ABS;Alcohol Beverage Services;ABS 85 Westwood;F;776.456.571;0;N18
ABS;Alcohol Beverage Services;ABS 85 Westwood;M;279.691.632;37.81;12
ABS;Alcohol Beverage Services;ABS 85 Westwood;M;72463;475.6;14
ABS;Alcohol Beverage Services;ABS 85 Westwood;M;459.747.155;1303.13;12
ABS;Alcohol Beverage Services;ABS 85 Westwood;F;63215.24;1586.18;14
ABS;Alcohol Beverage Services;ABS 85 Westwood;M;21862;43.28;12
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;72463;1351.22;14
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;94713.3;656.47;N21
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;53257.6;126.72;12
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;53257.6;448.45;12
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;626.076.301;1674.66;14
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;64734.01;458.52;N18
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;19695.5;168.48;12
ABS;Alcohol Beverage Services;ABS 85 Wheaton;M;21862;0;12
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;98228;908.86;N21
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;53257.6;280.57;12
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;86103;0;N18
ABS;Alcohol Beverage Services;ABS 85 White Oak;F;459.747.317;21.95;12
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;263.261.254;149.05;12
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;424.942.127;0;12
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;626.076.289;2424.98;14
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;606.959.661;2764.86;14
ABS;Alcohol Beverage Services;ABS 85 White Oak;M;233.406.395;129.51;12
ABS;Alcohol Beverage Services;ABS 85 Wholesale Administration;M;117424;0;N25
ABS;Alcohol Beverage Services;ABS 85 Wholesale Administration;M;144631.86;0;M3
ABS;Alcohol Beverage Services;ABS 85 Wholesale Administration;M;157272.3;0;M2
ABS;Alcohol Beverage Services;ABS 85 Wholesale Administration;M;111843.34;22653.38;M3
ABS;Alcohol Beverage Services;ABS 85 Wholesale Administration;M;106208.89;0;M3
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;F;98228;0;21
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;M;98228;0;21
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;F;98228;0;21
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;M;98228;698.49;21
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;M;939.952.835;572.17;21
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;M;71238.34;2971.91;21
ABS;Alcohol Beverage Services;ABS 85 Wholesale Operations;M;87936.5;0;M2
ABS;Alcohol Beverage Services;ABS 85 Administrative Services;M;63733;1363.23;21
ABS;Alcohol Beverage Services;ABS 85 Administrative Services;M;97333;1782.71;21
ABS;Alcohol Beverage Services;ABS 85 Administrative Services;F;65833;221.76;21
ABS;Alcohol Beverage Services;ABS 85 Administrative Services;M;19252.5;0;N5
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;M;72463;2123.92;14
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;M;933.218.756;188.58;N21
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;M;86103;0;N18
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;M;459.747.155;228.05;12
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;M;21862;1.59;12
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;M;588.609.814;1167.19;14
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;F;232.344.498;115.61;12
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;F;233.406.395;145.03;12
ABS;Alcohol Beverage Services;ABS 85 Aspen Hill;F;21862;107.54;12
ABS;Alcohol Beverage Services;ABS 85 Beer Delivery Operations;M;75.621.002;15190.42;15
ABS;Alcohol Beverage Services;ABS 85 Beer Delivery Operations;M;70643.76;5864.53;15
ABS;Alcohol Beverage Services;ABS 85 Beer Delivery Operations;M;61240;3866.6;10
BOA;Board of Appeals Department;BOA 02 Board of Appeals Division;F;86103;0;N18
BOA;Board of Appeals Department;BOA 02 Board of Appeals Division;F;744.045.808;414.75;N16
BOA;Board of Appeals Department;BOA 02 Executive Director;F;152940;0;M3
BOE;Board of Elections;BOE 24 Absentee Voting;F;786.112.515;0;16
BOE;Board of Elections;BOE 24 Absentee Voting;F;98228;0;21
BOE;Board of Elections;BOE 24 Absentee Voting;F;78947;0;16
BOE;Board of Elections;BOE 24 Director;M;176948;0;M1
BOE;Board of Elections;BOE 24 Director's Office;F;885.148.779;1587.23;N21
BOE;Board of Elections;BOE 24 Director's Office;F;152940;0;M3
BOE;Board of Elections;BOE 24 Director's Office;M;75008;0;N21
BOE;Board of Elections;BOE 24 Election Judge Recruitment;F;86103;0;N18
BOE;Board of Elections;BOE 24 Election Judge Recruitment;F;107367;0;N23
BOE;Board of Elections;BOE 24 Election Judge Recruitment;M;98228;4304.51;21
BOE;Board of Elections;BOE 24 Election Judge Recruitment;F;86103;496.76;N18
BOE;Board of Elections;BOE 24 Election Judge Recruitment;F;82.656.625;1520.03;N21
BOE;Board of Elections;BOE 24 Election Operations;F;107367;279.81;N23
BOE;Board of Elections;BOE 24 Information Technology Division;F;134500;0;N28
BOE;Board of Elections;BOE 24 Information Technology Division;M;1.063.496.188;1070.62;23
BOE;Board of Elections;BOE 24 Information Technology Division;F;98228;0;21
BOE;Board of Elections;BOE 24 Information Technology Division;M;64693;0;10
BOE;Board of Elections;BOE 24 Information Technology Division;M;64693;349.91;16
BOE;Board of Elections;BOE 24 Information Technology Division;M;60000;0;16
BOE;Board of Elections;BOE 24 Information Technology Division;M;70927;434.78;19
BOE;Board of Elections;BOE 24 Polling Place Management;M;97.195.937;0;21
BOE;Board of Elections;BOE 24 Polling Place Management;M;78947;0;16
BOE;Board of Elections;BOE 24 Polling Place Management;M;82.656.625;0;21
BOE;Board of Elections;BOE 24 Polling Place Management;M;52427.38;0;12
BOE;Board of Elections;BOE 24 Registration Services;F;98228;194.93;21
BOE;Board of Elections;BOE 24 Registration Services;M;780.397.319;225.12;16
BOE;Board of Elections;BOE 24 Registration Services;F;78.030.953;0;16
BOE;Board of Elections;BOE 24 Registration Services;F;73.697.953;0;16
BOE;Board of Elections;BOE 24 Registration Services;F;62850.35;90.66;16
BOE;Board of Elections;BOE 24 Registration Services;F;62850.35;0;16
BOE;Board of Elections;BOE 24 Registration Services;F;59693;430.49;16
BOE;Board of Elections;BOE 24 Registration Services;M;55922;0;16
BOE;Board of Elections;BOE 24 Registration Services;M;60193;86.82;16
BOE;Board of Elections;BOE 24 Registration Services;F;50438;0;16
CAT;County Attorney's Office;CAT 30 Administration;F;107367;0;N23
CAT;County Attorney's Office;CAT 30 Administration;M;193460.3;0;M1
CAT;County Attorney's Office;CAT 30 Administration;F;658.743.129;0;N16
CAT;County Attorney's Office;CAT 30 County Attorney;M;258000;0;EX1
CAT;County Attorney's Office;CAT 30 County Attorney's Office;F;152940;0;M3
CAT;County Attorney's Office;CAT 30 County Attorney's Office;M;1.571.242.031;0;N32
CAT;County Attorney's Office;CAT 30 County Attorney's Office;M;125000;0;N32
CAT;County Attorney's Office;CAT 30 County Attorney's Office;F;64.514.655;0;N15
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;107367;0;N23
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;103457.95;0;N25
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;78947;0;N16
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;78947;0;N16
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;711.991.131;0;N16
CAT;County Attorney's Office;CAT 30 Finance and Procurement;M;175873;0;M2
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;25210.5;0;N5
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;749.519.522;0;N16
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Finance and Procurement;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Finance and Procurement;M;156196.36;0;N32
CAT;County Attorney's Office;CAT 30 Government Operations;F;175873;0;M2
CAT;County Attorney's Office;CAT 30 Government Operations;F;144.896.079;0;N32
CAT;County Attorney's Office;CAT 30 Government Operations;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Government Operations;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Government Operations;F;91193;0;N24
CAT;County Attorney's Office;CAT 30 Government Operations;F;104137;0;N27
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;107367;817.36;N23
CAT;County Attorney's Office;CAT 30 Health and Human Services;M;175873;0;M2
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;1.537.401.816;0;N32
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;1.018.963.813;0;N23
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;1.420.746.287;0;N32
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;1.317.998.872;0;N32
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;128289.57;0;N32
CAT;County Attorney's Office;CAT 30 Health and Human Services;F;129156.17;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;175873;0;M2
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;175873;0;M2
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;86103;0;N18
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.061.510.836;0;N23
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.537.401.812;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;M;115000;0;N27
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.018.827.954;0;N23
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.496.182.786;431.6;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.404.142.394;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.375.559.755;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;M;153.588.092;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;1.377.686.441;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;M;1.262.631.829;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;127980.69;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;F;128333;0;N32
CAT;County Attorney's Office;CAT 30 Insurance Defense Litigation;M;155000;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;M;140625.94;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;F;175873;0;M2
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;F;144.209.655;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;M;158802;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;F;1.471.037.175;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;M;1.587.049.173;0;N32
CAT;County Attorney's Office;CAT 30 Labor Relations and Public Safety;M;1.267.746.207;0;N32
CAT;County Attorney's Office;CAT 30 Support Services;F;107367;0;N23
CAT;County Attorney's Office;CAT 30 Support Services;F;78947;0;N16
CAT;County Attorney's Office;CAT 30 Support Services;F;78947;26.91;N16
CAT;County Attorney's Office;CAT 30 Support Services;F;69442;0;N13
CAT;County Attorney's Office;CAT 30 Support Services;F;78947;0;N16
CAT;County Attorney's Office;CAT 30 Support Services;F;764.277.294;0;N16
CAT;County Attorney's Office;CAT 30 Support Services;F;740.558.768;521;N16
CAT;County Attorney's Office;CAT 30 Support Services;M;616.782.576;0;N13
CAT;County Attorney's Office;CAT 30 Support Services;F;630.635.229;0;N15
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;M;1.401.453.932;0;N32
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;M;175873;0;M2
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;F;158802;0;N32
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;M;158802;0;N32
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;M;1.378.918.794;0;N32
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;M;1.322.019.715;0;N32
CAT;County Attorney's Office;CAT 30 Zoning, Land Use and Economic Development;F;128531;0;N27
CCL;County Council;CCL 01 Council Central Staff;M;175873;0;M2
CCL;County Council;CCL 01 Council Central Staff;F;152940;0;M3
CCL;County Council;CCL 01 Council Central Staff;F;246162.47;0;NULL
CCL;County Council;CCL 01 Council Central Staff;F;87287;0;N23
CCL;County Council;CCL 01 Council Central Staff;M;96730.15;0;M2
